ACCYMD,PLACE,CARTYPE
114年01月01日 09時48分25秒,臺南市新化區東榮里中興路東側 / 臺南市新化區和平街北側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 09時48分25秒,臺南市新化區東榮里中興路東側 / 臺南市新化區和平街北側,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 09時50分44秒,桃園市龜山區文化二路17號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 09時50分44秒,桃園市龜山區文化二路17號附近,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 09時51分57秒,彰化縣溪湖鎮彰水路3段口 / 彰化縣溪湖鎮德和街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 09時51分57秒,彰化縣溪湖鎮彰水路3段口 / 彰化縣溪湖鎮德和街口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 09時57分00秒,南投縣埔里鎮台14線埔霧幹149前,租賃車-小客車(含客、貨兩用)
114年01月01日 09時57分00秒,南投縣埔里鎮台14線埔霧幹149前,租賃車-小客車(含客、貨兩用)
114年01月01日 09時57分01秒,雲林縣虎尾鎮中正路與八德街口,普通重型-機車;大型重型1(550C.C.以上)-機車
114年01月01日 09時57分01秒,雲林縣虎尾鎮中正路與八德街口,普通重型-機車;大型重型1(550C.C.以上)-機車
114年01月01日 10時00分00秒,屏東縣里港鄉潮厝堤道(往南),自用-小貨車
114年01月01日 10時00分00秒,屏東縣里港鄉潮厝堤道(往南),自用-小貨車
114年01月01日 10時00分17秒,彰化縣花壇鄉金城街162巷32號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時00分17秒,彰化縣花壇鄉金城街162巷32號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時13分00秒,臺南市仁德區新田里勝利路372號,自用-小客車(含客、貨兩用)
114年01月01日 10時13分00秒,臺南市仁德區新田里勝利路372號,自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時16分00秒,高雄市路竹區國道1號 342公里400.0公尺處南側向中線,營業用-半聯結車;自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時17分00秒,彰化縣埤頭鄉平原村稻香路口 / 彰化縣埤頭鄉平原村稻香路口,自用-小客車(含客、貨兩用)
114年01月01日 10時17分00秒,彰化縣埤頭鄉平原村稻香路口 / 彰化縣埤頭鄉平原村稻香路口,自用-小客車(含客、貨兩用)
114年01月01日 10時19分37秒,嘉義縣梅山鄉梅東村新興路東側 / 嘉義縣梅山鄉梅東村學習街南側,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時19分37秒,嘉義縣梅山鄉梅東村新興路東側 / 嘉義縣梅山鄉梅東村學習街南側,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時20分32秒,嘉義縣溪口鄉溪西村中正路229之1號前路口,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時20分32秒,嘉義縣溪口鄉溪西村中正路229之1號前路口,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時23分00秒,雲林縣西螺鎮國道1號 229公里600.0公尺處北側向服務區,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時23分00秒,雲林縣西螺鎮國道1號 229公里600.0公尺處北側向服務區,租賃車-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時23分54秒,新竹縣新豐鄉康樂路一段199-1號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時23分54秒,新竹縣新豐鄉康樂路一段199-1號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時25分00秒,屏東縣東港鎮延平路南側 / 屏東縣東港鎮和美街南側,普通重型-機車;微型電動二輪車-慢車
114年01月01日 10時25分00秒,屏東縣東港鎮延平路南側 / 屏東縣東港鎮和美街南側,普通重型-機車;微型電動二輪車-慢車
114年01月01日 10時26分00秒,臺南市南區惠南街84巷41號前,自用-小客車(含客、貨兩用);普通重型-機車
114年01月01日 10時26分00秒,臺南市南區惠南街84巷41號前,自用-小客車(含客、貨兩用);普通重型-機車
114年01月01日 10時28分26秒,彰化縣和美鎮仁中街口 / 彰化縣和美鎮愛民路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時28分26秒,彰化縣和美鎮仁中街口 / 彰化縣和美鎮愛民路口,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時30分00秒,宜蘭縣宜蘭市泰山路31-1號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月01日 10時30分00秒,宜蘭縣宜蘭市泰山路31-1號,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月01日 10時30分00秒,彰化縣社頭鄉平和村山腳路3段189巷6號,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時30分00秒,彰化縣社頭鄉平和村山腳路3段189巷6號,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時31分01秒,新竹市香山區大湖路191巷6號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時31分01秒,新竹市香山區大湖路191巷6號,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時35分00秒,桃園市平鎮區平東路143號附近,普通重型-機車;普通重型-機車
114年01月01日 10時35分00秒,桃園市平鎮區平東路143號附近,普通重型-機車;普通重型-機車
114年01月01日 10時38分00秒,臺南市善化區胡厝里胡厝寮219之16號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月01日 10時38分00秒,臺南市善化區胡厝里胡厝寮219之16號,自用-小客車(含客、貨兩用);普通重型-機車
114年01月01日 10時38分15秒,桃園市龜山區復興一路237號前0.0公尺,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時38分15秒,桃園市龜山區復興一路237號前0.0公尺,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時43分00秒,嘉義縣東石鄉猿樹村統一超商漁人門市(東石205-1號)對面,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月01日 10時43分00秒,嘉義縣東石鄉猿樹村統一超商漁人門市(東石205-1號)對面,普通重型-機車;自用-小客車(含客、貨兩用)
114年01月01日 10時43分03秒,雲林縣莿桐鄉麻園村國泰瀝青廠前縣道154,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時43分03秒,雲林縣莿桐鄉麻園村國泰瀝青廠前縣道154,自用-小貨車;自用-小客車(含客、貨兩用)
114年01月01日 10時45分44秒,宜蘭縣大同鄉台7甲線 9公里900.0公尺處,自用-小客車(含客、貨兩用)
114年01月01日 10時45分44秒,宜蘭縣大同鄉台7甲線 9公里900.0公尺處,自用-小客車(含客、貨兩用)
114年01月01日 10時46分27秒,臺南市麻豆區東角里興中路197號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
114年01月01日 10時46分27秒,臺南市麻豆區東角里興中路197號前,自用-小客車(含客、貨兩用);自用-小客車(含客、貨兩用)
